Unit ID,Condition,Persona,Story,Source unit,Atom,Atomic text,Argument label,AM label,Statement type,AM evidence,AM reason,In validation sample,Human reviewed,Human review label,Human corrected evidence/reason
A-D-03-003-01,A,D,3,3,1,You completed rehab exercises most days this week and kept going well,PREMISE,GROUNDED,Personal factual assertion,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-03-004-01,A,D,3,4,1,"Next week, try an alternating routine instead of doing everything daily, slowly",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-03-005-01,A,D,3,5,1,"Prioritize rehab exercises, even though you rated them less fun",CLAIM,GROUNDED,Recommendation,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-03-006-01,A,D,3,6,1,They matter,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,Yes,Yes,NOT_APPLICABLE,No persona-checkable assertion
A-D-03-007-01,A,D,3,7,1,"Make walks, watching sports, cafés, and games alternate days to rest more",CLAIM,GROUNDED,Personal factual assertion,Watching sports: frequency a few times per week; importance 3/5; fun 4/5; motivation entertainment/recovery; Café or restaurant: frequency once a week; importance 4/5; fun 4/5; companion friend,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-03-008-01,A,D,3,8,1,"Research and rehab advice show spacing helps, though it may not suffice",PREMISE,GROUNDED,Personal factual assertion,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-03-009-01,A,D,3,9,1,Doing everything daily can raise fatigue and slow healing over time too,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-03-010-01,A,D,3,10,1,"If pain or tiredness stay high, use shorter sessions and more rest and call your clinician",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-D-03-011-01,A,D,3,11,1,Plan an easy week: alternate activity days and add one quiet block,CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-03-012-01,A,D,3,12,1,"Shorten rehab sets, keep walks brief, and enjoy one cafe outing together",CLAIM,GROUNDED,Recommendation,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome; Café or restaurant: frequency once a week; importance 4/5; fun 4/5; companion friend,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-03-013-01,A,D,3,13,1,You are doing well and can also adjust this plan anytime if needed.,NONE,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,NOT_APPLICABLE,Doesn’t tell anything as a claim or a premise
A-D-04-001-01,A,D,4,1,1,"Kim, you have kept up with your routine this week, steadily so indeed",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-D-04-002-01,A,D,4,2,1,I noticed you managed rehab exercises and short walks after breakfast today,PREMISE,GROUNDED,Personal factual assertion,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome; Short outdoor walks: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-04-003-01,A,D,4,3,1,You sit with a heat pack in the living room each day,PREMISE,GROUNDED,Personal factual assertion,Rest with heat pack: frequency everyday; importance 5/5; fun 3/5; motivation recovery/pain reduction/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-04-004-01,A,D,4,4,1,"Next week, lighten the schedule by alternating active days and rest days",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-04-005-01,A,D,4,5,1,"On active days, do rehab exercises, short walks, and a cafe visit",CLAIM,GROUNDED,Personal factual assertion,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome; Short outdoor walks: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy; Café or restaurant: frequency once a week; importance 4/5; fun 4/5; companion friend,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,"short walk: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy, rehab: frequency everyday; importance 5/5; fun 2/5; motivation health/pain , reduction/outcome, café: frequency once a week; importance 4/5; fun 4/5; companion friend"
A-D-04-006-01,A,D,4,6,1,"On rest days, keep your heat pack, watch sports and nap briefly",CLAIM,GROUNDED,Recommendation,Watching sports: frequency a few times per week; importance 3/5; fun 4/5; motivation entertainment/recovery; Rest with heat pack: frequency everyday; importance 5/5; fun 3/5; motivation recovery/pain reduction/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-04-007-01,A,D,4,7,1,"They help reduce pain, ease muscles, and lower stress levels, and lift your mood",PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-D-04-008-01,A,D,4,8,1,"You rated rehab as less fun, but short daily sessions still help",PREMISE,GROUNDED,Personal factual assertion,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-04-009-01,A,D,4,9,1,Doing everything daily caused fatigue,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-04-009-02,A,D,4,9,2,"spacing protects energy, as studies clearly show",PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-04-010-01,A,D,4,10,1,"Try active days on Monday, Wednesday, and Friday mornings with brief activity",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-04-011-01,A,D,4,11,1,Add one quiet recovery block on Saturday with extra rest and short reading,CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-04-012-01,A,D,4,12,1,"You can follow this plan gently, with patience",PREMISE,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
A-D-04-012-02,A,D,4,12,2,you will recover better soon.,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-D-05-001-01,A,D,5,1,1,"You did well this week, Kim",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-D-05-002-01,A,D,5,2,1,You eased into the morning after a short walk with tea,PREMISE,GROUNDED,Personal factual assertion,Short outdoor walks: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,Short outdoor walks: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy
A-D-05-003-01,A,D,5,3,1,You rested with a heat pack afterward each evening and read quietly,PREMISE,GROUNDED,Personal factual assertion,Rest with heat pack: frequency everyday; importance 5/5; fun 3/5; motivation recovery/pain reduction/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-05-004-01,A,D,5,4,1,Your records show you did rehab exercises every day for recovery,PREMISE,GROUNDED,Personal factual assertion,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-05-005-01,A,D,5,5,1,You also took short outdoor walks each day for fresh air and balance,PREMISE,GROUNDED,Personal factual assertion,Short outdoor walks: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-05-006-01,A,D,5,6,1,"You watched sports and rested with a heat pack daily, which soothed your muscles",PREMISE,GROUNDED,Personal factual assertion,Rest with heat pack: frequency everyday; importance 5/5; fun 3/5; motivation recovery/pain reduction/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-05-007-01,A,D,5,7,1,"You visited a cafe or restaurant and played games with your partner, enjoying company",PREMISE,GROUNDED,Personal factual assertion,Café or restaurant: frequency once a week; importance 4/5; fun 4/5; companion friend; Games with partner: frequency once a week; importance 4/5; fun 4/5; companion partner,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,visit café: frequency once a week; importance 4/5; fun 4/5; companion friend
A-D-05-008-01,A,D,5,8,1,Short walks gave fresh air and steady movement for joints,PREMISE,GROUNDED,Personal factual assertion,Short outdoor walks: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-05-009-01,A,D,5,9,1,Rehab felt less fun,PREMISE,GROUNDED,Personal factual assertion,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome,Exact/profile-linked cue; verify scope and added details.,No,No,,
